BrojPu,Naselje
48000,Subotica Podravska
48000,Široko Selo
48000,Štaglinec
48000,Trnovac Sokolovački
48000,Velika Branjska
48000,Velika Mučna
48000,Velika Rasinjica
48000,Veliki Botinovac
48000,Veliki Grabičani
48000,Veliki Poganac
48000,Vojvodinec
48000,Vrhovac Sokolovački
48214,Brdo Cirkvensko
48214,Brezovljani
48214,Cepidlak
48214,Cirkvena
48214,Hrsovo
48214,Kenđelovec
48214,Kuštani
48214,Ladinec
48214,Markovac Križevački
48214,Novi Glog
48214,Predavec Križevački
48214,Sveti Ivan Žabno
48214,Sveti Petar Čvrstec
48214,Škrinjari
48214,Trema
48260,Apatovec
48260,Barlabaševec
48260,Beketinec
48260,Bočkovec
48260,Bogačevo
48260,Bogačevo Riječko
48260,Bojnikovec
48260,Borje
48260,Brdo Orehovečko
48260,Brezje Miholečko
48260,Brežani
48260,Bukovje Križevačko
48260,Carevdar
48260,Cubinec
48260,Čabraji
48260,Črnčevec
48260,Dedina
48260,Deklešanec
48260,Dijankovec
48260,Doljanec
48260,Donja Brckovčina
48260,Donja Glogovnica
48260,Donja Rijeka
48260,Donji Dubovec
48260,Donji Fodrovec
48260,Dropkovec
48260,Đurđic
48260,Erdovec
48260,Fajerovec
48260,Ferežani
48260,Finčevec
48260,Fodrovec Riječki
48260,Gorica Miholečka
48260,Gornja Brckovčina
48260,Gornja Glogovnica
48260,Gornja Rijeka
48260,Gornji Dubovec
48260,Gornji Fodrovec
48260,Gračina
48260,Gregurovec
48260,Guščerovec
48260,Hižanovec
48260,Hrgovec
48260,Ivanec Križevački
48260,Jarčani
48260,Kalnik
48260,Kamešnica
48260,Kapela Ravenska
48260,Karane
48260,Kloštar Vojakovački
48260,Kolarec
48260,Kostadinovac
48260,Kostanjevec Riječki
48260,Križevci
48260,Kučari
48260,Kunđevec
48260,Kusijevec
48260,Lemeš
48260,Lemeš Križevački
48260,Lukačevec
48260,Majurec
48260,Male Sesvete
48260,Mali Carevdar
48260,Mali Potočec
48260,Mali Raven
48260,Marinovec
48260,Međa
48260,Mičijevac
48260,Miholec
48260,Mikovec
48260,Mokrice Miholečke
48260,Nemčevec
48260,Novaki Ravenski
48260,Novi Bošnjani
48260,Novi Đurđic
48260,Obrež Kalnički
48260,Orehovec
48260,Osijek Vojakovački
48260,Pavlovec Ravenski
48260,Pesek
48260,Piškovec
48260,Pobrđani Vojakovački
48260,Podgajec
48260,Podvinje Miholečko
48260,Pofuki
48260,Poljana Križevačka
48260,Popovec Kalnički
48260,Potok Kalnički
48260,Povelić
48260,Prikraj Križevački
48260,Rašćani
48260,Rovci
48260,Ruševac
48260,Sela Ravenska
48260,Selanec
48260,Selnica Miholečka
48260,Srednji Dubovec
48260,Stara Ves Ravenska
48260,Stari Bošnjani
48260,Sudovec
48260,Sveta Helena
48260,Sveti Martin
48260,Sveti Petar Orehovec
48260,Šalamunovec
48260,Šopron
48260,Špiranec
48260,Štrigovec
48260,Većeslavec
48260,Velike Sesvete
48260,Veliki Potočec
48260,Veliki Raven
48260,Vinarec
48260,Vojakovac
48260,Vojnovec Kalnički
48260,Voljavec Riječki
48260,Vujići Vojakovački
48260,Vukovec
48260,Vukšinec Riječki
48260,Zaistovec
48260,Zamladinec
48260,Žibrinovec
48316,Antolovec
48316,Botovo
48316,Drnje
48316,Đelekovec
48316,Gabajeva Greda
48316,Hlebine
48316,Imbriovec
48316,Komatnica
48316,Kutnjak
48316,Legrad
48316,Mali Otok
48316,Peteranec
48316,Selnica Podravska
48316,Sigetec
48316,Torčec
48316,Veliki Otok
48316,Zablatje
48330,Gola
48000,Gotalovo
48000,Novačka
48000,Otočka
48000,Ždala
48350,Batinske
48350,Brodić
48350,Budančevica
48350,Budrovac
48350,Čepelovac
48350,Čingi-Lingi
48350,Delovi
48350,Donje Zdjelice
48350,Đurđevac
48350,Ferdinandovac
48350,Grkine
48350,Hampovica
48350,Javorovac
48350,Kalinovac
48350,Kloštar Podravski
48350,Kozarevac
48350,Mičetinac
48350,Miholjanec
48350,Molve
48350,Molve Grede
48350,Molvice
48350,Novigrad Podravski
48350,Novo Virje
48350,Plavšinac
48350,Podravske Sesvete
48350,Prugovac
48350,Rakitnica
48350,Repaš
48350,Severovci
48350,Sirova Katalena
48350,Srdinac
48350,Suha Katalena
48350,Sveta Ana
48350,Šemovci
48350,Virje
48350,Vlaislav
49000,Benkovec Petrovski
49000,Bobovje
49000,Bregi Radobojski
49000,Brezovica Petrovska
49000,Doliće
49000,Donja Šemnica
49000,Gorjani Sutinski
49000,Gornja Pačetina
49000,Gornja Šemnica
49000,Gredenec
49000,Jazvine
49000,Kraljevec Radobojski
49000,Kraljevec Šemnički
49000,Krapina
49000,Lazi Krapinski
49000,Lepajci
49000,Mala Pačetina
49000,Mihaljekov Jarek
49000,Orehovec Radobojski
49000,Petrovsko
49000,Podgaj Petrovski
49000,Podgora Krapinska
49000,Polje Krapinsko
49000,Preseka Petrovska
49000,Pretkovec
49000,Pristava Krapinska
49000,Radoboj
49000,Rovno
49000,Slatina Svedruška
49000,Stara Ves Petrovska
49000,Strahinje
49000,Strahinje Radobojsko
49000,Straža Krapinska
49000,Svedruža
49000,Škarićevo
49000,Štuparje
49000,Šušelj Brijeg
49000,Tkalci
49000,Trški Vrh
49000,Velika Ves
49000,Vidovec Krapinski
49000,Vidovec Petrovski
49000,Zagora
49000,Žutnica
49210,Bezavina
49210,Bračak
49210,Bregi Zabočki Donji
49210,Domahovo
49210,Družilovec
49210,Dubrava Zabočka
49210,Dubrovčan 1-130
49210,Grdenci
49210,Gubaševo
49210,Hum Zabočki
49210,Jakuševec Zabočki
49210,Jalšje
49210,Jezero Klanječko
49210,Lug Zabočki
49210,Martinišće
49210,Mrzlo Polje
49210,Pavlovec Zabočki
49210,Požarkovec
49210,Prosenik Gubaševski
49210,Prosenik Začretski
49210,Ravnice
49210,Repovec
49210,Strmec
49210,Špičkovina
49210,Tisanić Jarek
49210,Turnišće Klanječko
49210,Veliko Trgovišće
49210,Vižovlje
49210,Zabok
49216,Desinić
49216,Desinić Gora
49216,Donji Jalšovec
49216,Donji Zbilj
49216,Dubravica Desinićka
49216,Gaber
49216,Gora Košnička
49216,Gornji Jalšovec
49216,Gornji Zbilj
49216,Gostenje
49216,Grohot
49216,Hum Košnički
49216,Ivanić Desinićki
49216,Ivanić Košnički
49216,Jazbina
49216,Jelenjak
49216,Klanječno
49216,Košnica
49216,Nebojse
49216,Osredek Desinićki
49216,Ravnice Desinićke
49216,Stara Ves Košnička
49216,Šimunci
49216,Škalić Zagorski
49216,Trnovec Desinićki
49216,Turnišće Desinićko
49216,Turnovo
49216,Velika Horvatska
49217,Čret
49217,Donje Vino
49217,Gregurovec
49217,Hršak Breg
49217,Jasenovac Zagorski
49217,Jurjevec
49217,Klokovec
49217,Klupci
49217,Krapinske Toplice
49217,Lovreća Sela
49217,Mala Erpenja
52333,Jesenovik
52333,Kostrčani
52333,Kožljak
52333,Krbune
52333,Kršan
52333,Lanišće
52333,Lazarići
52333,Letaj
52333,Nova Vas
52333,Polje Čepić
52333,Potpićan
52333,Purgarija Čepić
52333,Šušnjevica
52333,Tupljak
52333,Veljaki
52333,Zajci
52333,Zankovci
52333,Zatka Čepić
52341,Balići I
52341,Barat
52341,Batlug
52341,Benčići
52341,Bibići
52341,Bokordići
52341,Boškari
52341,Brajkovići
52341,Bričanci
52341,Bubani
52341,Burići
52341,Butkovići
52341,Cere
52341,Cukrići
52341,Čabrunići
52341,Červari
52341,Debeljuhi
52341,Domijanići
52341,Dubravci
52341,Foli
52341,Gradišće
52341,Gržini
52341,Jural
52341,Jurići
52341,Juršići
52341,Kanfanar
52341,Karlovići
52341,Klimni
52341,Korenići
52341,Krajcar Breg
52341,Kranjčići
52341,Krculi
52341,Kresini
52341,Križanci
52341,Krničari
52341,Kršanci
52341,Kurili
52341,Ladići
52341,Laginji
52341,Marići
52341,Maružini
52341,Matijaši
52341,Matohanci
52341,Milotski Breg
52341,Modrušani
52341,Mrgani
52341,Mužini
52341,Okreti
52341,Orbanići
52341,Pajkovići
52341,Pamići
52341,Peresiji
52341,Pifari
52341,Prkačini
52341,Pucići
52341,Pusti
52341,Putini
52341,Raponji
52341,Režanci
52341,Rudani
52341,Salambati
52341,Smoljanci
52341,Sošići
52341,Sutivanac
52341,Sveti Petar u Šumi
52341,Svetvinčenat
52341,Šivati
52341,Šorići
52341,Štokovci
52341,Tomišići
52341,Vadediji
52341,Vidulini
52341,Zeci
52341,Žagrići
52341,Žminj
52341,Žuntići
52420,Baredine
52420,Barušići
52420,Belaj
52420,Blatna Vas
52420,Boljun
52420,Boljunsko Polje
52420,Brest
52420,Brest pod Učkom
52420,Brgudac
52420,Brnobići
52420,Buzet
52420,Cunj
52420,Čiritež
52420,Črnica
52420,Dane
52420,Dolenja Vas
52420,Erkovčići
52420,Forčići
52420,Nugla
52420,Hum
52420,Jelovice
52420,Juradi
52420,MOST
52420,Kajini
52420,Klarići
52420,Klenovšćak
52420,Kompanj
52420,Krbavčići
52420,Kropinjak
52420,Krušvari
52420,Lanišće
52420,Lesišćina
52420,Lupoglav
52420,Mali Mlun
52420,Marčenegla
52420,Marinci
52420,Medveje
52420,Negnar
52420,Paladini
52420,Paz
52420,Peničići
52420,Perci
52420,Počekaji
52420,Podgaće
52420,Pračana
52420,Prapoće
52420,Prodani
52420,Račice
52420,Račički Brijeg
52420,Račja Vas
52420,Rašpor
52420,Rim
52420,Roč
52420,Ročko Polje
52420,Salež
52420,Selca
52420,Seljaci
52420,Semić
52420,Senj
52420,Slum
52420,Sovinjak
52420,Sovinjska Brda
52420,Stanica Roč
52420,Strana
52420,Sveti Donat
52420,Sveti Ivan
52420,Sveti Martin
52420,Šćulci
52420,Škuljari
52420,Štrped
52420,Trstenik
52420,KODELJE
52420,Veli Mlun
52420,Vodice
52420,Vranja
52420,Vrh
52420,ZONTI
52424,Bartolići
52424,Brkač - Bercaz (S. Pancrazio)
52424,Golubići - Golobici
52424,Gradinje - Gradigne
52424,Ipši - Ipsi
52424,Kaldir - Caldier
52424,Karojba
52424,Livade - Levade
52424,Motovun - Montona
52424,Novaki Motovunski
52424,Pirelići - Perelici
52424,Rakotule
52424,Sveti Bartol - S. Bortolo
52424,Škropeti
52424,Zamaski Dol
52440,Antonci
52440,Anžići
52440,Babići
52440,Babudri
52440,Bačva
52440,Baderna
52440,Bajkini
52440,Baldaši
52440,Banki
52440,Barat
52440,Barići
52440,Bašarinka
52440,Baškoti
52440,Begi
52440,Benčani
52440,Blagdanići
52440,Bokići
52440,Bonaci
52440,Bralići
52440,Bratovići
52440,Brčići
52440,Brig
52440,Brnobići
52440,Broskvari
52440,Bucalovići
52440,Buići
52440,Bujarići
52440,Bukori
52440,Butori
52440,Cancini
52440,Cerion
52440,Cerjani
52440,Crklada
52440,Cvitani
52440,Čehići
52440,Červar-Porat
52440,Črvar
52440,Čuki
52440,Čuši
52440,Danci
52440,Deklevi
52440,Deklići
52440,Dekovići
52440,Delići
52440,Diklići
52440,Dračevac
52440,Dvori
52440,Fabci
52440,Farini
52440,Ferenci
52440,Filipi
52440,Filipini
52440,Flengi
52440,Frata
52440,Frnjolići
52440,Funtana - Fontane
52440,Fuškulin
52440,Gambetići
52440,Garbina
52440,Gedići
52440,Gradina
52440,Grubići
52440,Heraki
52440,Ivići
52440,Jadruhi
52440,Jakići Dolinji
52440,Jakići Gorinji
52440,Jasenovica
52440,Jehnići
52440,Jurcani
52440,Jurići
52440,Kadumi
52440,Kapovići
52440,Kaštelir -Castelliere
52440,Katun
52440,Kelci
52440,Kirmenjak
52440,Kloštar
52440,Knapići
52440,Kočići
52440,Kolumbera
52440,Kontešići
52440,Korlevići
52440,Kosinožići
52440,Košutići
52440,Kovači
52440,Krančići
52440,Kršuli
52440,Krunčići
52440,Kukci
52440,Kurjavići
52440,Labinci - S. Domenica
52440,Ladrovići
52440,Lakovići
52440,Lašići
52440,Legovići
52440,Majkusi
52440,Mališi
52440,Marasi
52440,Maretići
52440,Markovac
52440,Markovići
52440,Mastelići
52440,Matulini
52440,Medaki
52440,Medvidići
52440,Mekiši kod Kaštelira
52440,Mekiši kod Vižinade
52440,Mičetići
52440,Mihatovići
52440,Mihelići
52440,Milanezi
52440,Montižana
52440,Mugeba
52440,Mušalež
52440,Nardući
52440,Nova Vas
52440,Ohnići
52440,Orbani
52440,Pajari
52440,Perci
52440,Perini
52440,Piškovica
52440,Poreč - Parenzo
52440,Prašćari
52440,Prhati
52440,Prkovići
52440,Pršurići
52440,Radići
52440,Radmani
52440,Radoši kod Višnjana
52440,Radoši kod Žbandaja
52440,Radovani
52440,Rafaeli
52440,Rajki
52440,Rakovci
52440,Rapavel
52440,Ribarići
52440,Rogovići
52440,Rojci
52440,Rošini
52440,Roškići
52440,Rupeni
52440,Ružići
52440,Selina
52440,Sinožići
52440,Smolici
52440,Srebrnići
52440,Stancija Vodopija
52440,Staniši
52440,Starići
52440,Stranići kod Lovreča
52440,Stranići kod Nove Vasi
52440,Strpačići
52440,Sveti Ivan
52440,Sveti Lovreč Pazenatički
52440,Šeraje
52440,Štifanići
52440,Štuti
52440,Šušnjići
52440,Tadini
52440,Tar - Torre
52440,Tićan
52440,Tripari
52440,Trombal
52440,Vabriga - Abrega
52440,Valentići
52440,Valkarin
52440,Vejaki
52440,Veleniki
52440,Velići
52440,Višnjan - Visignano
52440,Vižinada - Visinada
52440,Vošteni
52440,Vranići kod Višnjana
52440,Vranići kod Vižinade
52440,Vranje Selo
52440,Vrbani
52440,Vrh Lašići
52440,Vrhjani
52440,Vrsar - Orsera
52440,Vrvari
52440,Vržnaveri
52440,Zgrabljići
52440,Zoričići
52440,Žbandaj
52440,Ženodraga
52440,Žikovići
52440,Žudetići
52440,Žužići
52460,Antonci - Antonzi
52460,Baredine - Baredine
52460,Bencani - Benzani
52460,Bibali - Bibali
52460,Bijele Zemlje - Terre Bianche
52460,Brdo - Collato
52460,Brič - Briz
52460,Buje - Buie
52460,Čepić - Ceppich
52460,Gamboci - Gambozzi
52460,Grožnjan - Grisignana
52460,Kaldanija - Caldania
52460,Kaštel - Castelvenere
52460,Kostanjica - Castagna
52460,Krajići - Craici
52460,Krasica - Crassiza
52460,Kuberton - Cuberton
52460,Kućibreg - Cucibreg
52460,Lozari - Losari
52460,Makovci - Macovzi
52460,Martinčići - Martincici
52460,Marušići - Marussici
52460,Merišće - Merischie
52460,Momjan - Momiano
52460,Oprtalj - Portole
52460,Oskoruš - Oscurus
52460,Plovanija - Plovania
52460,Sveta Lucija - S. Lucia
52460,Sveta Marija na Krasu - Madonna del Carso
52460,Sveti Ivan - S. Giovanni
52460,Šorgi - Sorghi
52460,Šterna - Sterna
52460,Triban - Tribano
52460,Vižintini - Visintini
52460,Vižintini Vrhi-Monti di Visintini
52460,Vrnjak - Vergnacco
52460,Završje - Piemonte
52460,Zrenj - Stridone (Sdregna)
52460,Žnjidarići - Znidarici
52466,Antenal - Antenal
52466,Brtonigla - Verteneglio
52466,Bužinija - Businia
52466,Dajla - Daila
52466,Fiorini - Fiorini
52466,Karigador -Carigador
52466,Mareda - Mareda
52466,Nova Vas - Villanova
52466,Novigrad - Cittanova
52470,Babići - Babici
52470,Bašanija - Bassania
52470,Buroli - Buroli
52470,Crveni Vrh - Monte Rosso
52470,Čepljani - Ceppiani
52470,Đuba - Giubba
52470,Finida - Finida
52470,Juricani - Giurizzani
52470,Kanegra - Canegra
52470,Katoro - Catoro
52470,Kmeti - Metti
52470,Križine - Crisine
52470,Kršete - Carsette
52470,Lovrečica - San Lorenzo
52470,Materada - Matterada
52470,Monterol - Monterol
52470,Murine - Morno
52470,Petrovija - Petrovia
52470,Radini - Radini
52470,Savudrija - Salvore
52470,Seget - Seghetto
52470,Sveta Marija na Krasu - Madonna del Carso
52470,Umag - Umago
52470,Valica - Valizza
52470,Vardica - Vardiza
52470,Vilanija - Villania
52470,Zambratija - Zambrattia
53000,Aleksinica
53000,Barlete
53000,Baške Oštarije
53000,Bilaj
53000,Brezik
53000,Brušane
53000,Budak
53000,Bužim
53000,Debelo Brdo I
53000,Debelo Brdo II
53000,Divoselo
53000,Donje Pazarište
53000,Drenovac Radučki
53000,Gospić
53000,Kalinovača
53000,Kaniža Gospićka
53000,Klanac
53000,Kruškovac
53000,Kukljić
53000,Lički Čitluk
53000,Lički Novi
53000,Lički Osik
53000,Lički Ribnik
53000,Mala Plana
53000,Medak
53000,Mogorić
53000,Mušaluk
53000,Novoselo Bilajsko
53000,Novoselo Trnovačko
53000,Ornice
53000,Ostrvica
53000,Oteš
53000,Pavlovac Vrebački
53000,Počitelj
53000,Podastrana
53000,Podoštra
53000,Popovača Pazariška
53000,Rastoka
53000,Rizvanuša
53000,Smiljan
53000,Smiljansko Polje
53000,Široka Kula
53000,Trnovac
53000,Vaganac
53000,Velika Plana
53000,Veliki Žitnik
53000,Vranovine
53000,Vrebac
53000,Zavođe
53000,Žabica
53202,Bakovac Kosinjski
53202,Bukovac Perušićki
53202,Donji Kosinj
53202,Gornji Kosinj
53202,Kaluđerovac
53202,Klenovac
53202,Konjsko Brdo
53202,Kosa Janjačka
53202,Krš
53202,Kruščica
53202,Kvarte
53202,Lipovo Polje
53202,Malo Polje
53202,Mezinovac
53202,Mlakva
53202,Perušić
53202,Prvan Selo
53202,Selo Sveti Marko
53202,Studenci
53202,Varoš
53220,Brlog
53220,Brloška Dubrava
53220,Čanak
53220,Čovići
53220,Dabar
53220,Doljani
53220,Donji Babin Potok
53220,Drenov Klanac
53220,Glavace
53220,Gorići
53220,Gornje Vrhovine
53220,Gornji Babin Potok
53220,Hrvatsko Polje
53220,Kompolje
53220,Krasno
53220,Kuterevo
53220,Ličko Lešće
53220,Lipovlje
53220,Otočac
53220,Podum
53220,Ponori
53220,Prozor
53220,Ramljani
53220,Rudopolje
53220,Sinac
53220,Staro Selo
53220,Škare
53220,Švica
53220,Turjanski
53220,Vrhovine
53220,Zalužnica
53230,Bjelopolje
53230,Bunić
53230,Čujića Krčevina
53230,Debelo Brdo
53230,Donji Vaganac
53230,Drakulić Rijeka
53230,Frkašić
53230,Gornji Vaganac
53230,Grabušić
53230,Gradina Korenička
53230,Homoljac
53230,Jasikovac
53230,Jezerce
53230,Kalebovac
53230,Kapela Korenička
53230,Klašnjica
53230,Kompolje Koreničko
53230,Končarev Kraj
53230,Korana
53230,Korenica
53230,Kozjan
53230,Krbavica
53230,Ličko Petrovo Selo
53230,Mihaljevac
53230,Novo Selo Koreničko
53230,Oravac
53230,Pećane
53230,Plitvica Selo
53230,Plitvička Jezera
53230,Plitvički Ljeskovac
53230,Poljanak
53230,Ponor Korenički
53230,Prijeboj
53230,Rastovača
53230,Rešetar
53230,Rudanovac
53230,Sertić Poljana
53230,Smoljanac
53230,Šalamunić
53230,Šeganovac
53230,Trnavac
53230,Tuk Bjelopoljski
53230,Vedašić
53230,Vranovača
53230,Vrelo Koreničko
53230,Vrpile
53230,Zaklopača
53230,Željava
53234,Breštane
53234,Čojluk
53234,Donji Mekinjar
53234,Gornja Ploča
53234,Jagodnje
53234,Jošan
53234,Komić
53234,Krbava
53234,Kurjak
53234,Mutilić
53234,Ondić
53234,Podlapača
53234,Poljice
53234,Rebić
53234,Srednja Gora
53234,Svračkovo Selo
53234,Tolić
53234,Udbina
53234,Visuć
53250,Begluci
53250,Birovača
53250,Boričevac
53250,Brezovac Dobroselski
53250,Brotnja
53250,Bušević
53250,Dabašnica
53250,Dnopolje
53250,Dobroselo
53250,Doljani
53250,Donja Suvaja
53250,Donji Lapac
53250,Donji Štrbci
53250,Drenovac Osredački
53250,Dugopolje
53250,Gajine
53250,Gornja Suvaja
53250,Gornji Lapac
53250,Gornji Štrbci
53250,Kaldrma
53250,Kestenovac
53250,Kruge
53250,Kunovac Kupirovački
53250,Kupirovo
53250,Melinovac
53250,Mišljenovac
53250,Nebljusi
53250,Neteka
53250,Oraovac
53250,Osredci
53250,Srb
53250,Tiškovac Lički
53250,Zaklopac
53260,Brinje
53260,Crni Kal
53260,Glibodol
53260,Jezerane
53260,Križ Kamenica
53260,Križpolje
53260,Letinac
53260,Lipice
53260,Melnice
53260,Prokike
53260,Rapain Klanac
53260,Stajnica
53260,Vodoteč
53260,Vratnik
53260,Vrzići
53260,Žuta Lokva
53270,Alan
53270,Biljevine
53270,Bunica
53270,Jablanac
53270,Klada
53270,Krivi Put
53270,Lukovo
53270,Mrzli Dol
53270,Pijavica
53270,Podbilo
53270,Prizna
53270,Senj
53270,Senjska Draga
53270,Starigrad
53270,Stinica
53270,Stolac
53270,Sveta Jelena
53270,Sveti Juraj
53270,Velike Brisnice
53270,Veljun Primorski
53270,Volarice
53270,Vrataruša
53288,Barić Draga
53288,Cesarica
53288,Crni Dabar
53288,Došen Dabar
53288,Karlobag
53288,Konjsko
53288,Kućišta Cesarička
53288,Ledenik Cesarički
53288,Lukovo Šugarje
53288,Ravni Dabar
53288,Staništa
53288,Sušanj Cesarički
53288,Vidovac Cesarički
53291,Caska
53291,Dubac-Varsan
53291,Gajac
53291,Jakišnica
53291,Kolanjski Gajac
53291,Kustići
53291,Lun
53291,Metajna
53291,Novalja
53291,Potočnica
53291,Stara Novalja
53291,Vidalići
53291,Zubovići
42220,Breznički Hum
42220,Butkovec
42220,Čanjevo
42220,Čret Bisaški
42220,Čurilovec
42220,Donje Makojišće
42220,Drašković
42220,Đurinovec
42220,Gornje Makojišće
42220,Grana
42220,Jales Breznički
42220,Jarek Bisaški
42220,Jelenščak
42220,Kamena Gorica
42220,Kapela Kalnička
42220,Ključ
42220,Kračevec
42220,Krč
42220,Krščenovec
42220,Ljubelj
42220,Ljubelj Kalnički
42220,Ljubešćica
42220,Madžarevo
42220,Mirkovec Breznički
42220,Možđenec
42220,Novi Marof
42220,Orehovec
42220,Oštrice
42220,Paka
42220,Podevčevo
42220,Podrute
42220,Podvorec
42220,Presečno
42220,Presečno Visočko
42220,Radešić
42220,Rakovec
42220,Remetinec
42220,Strmec Remetinečki
42220,Šćepanje
42220,Tkalec
42220,Topličica
42220,Vinično
42220,Visoko
42220,Vrh Visočki
42223,Boričevec Toplički
42223,Črnile
42223,Donja Poljana
42223,Drenovec
42223,Gornja Poljana
42223,Grešćevina
42223,Hrastovec Toplički
42223,Jalševec Svibovečki
42223,Jarki Horvatićevi
42223,Leskovec Toplički
42223,Lovrentovec
42223,Lukačevec Toplički
42223,Martinkovec
42223,Petkovec Toplički
42223,Pišćanovec
42223,Retkovec Svibovečki
42223,Rukljevina
42223,Svibovec
42223,Škarnik
42223,Tuhovec
42223,Varaždinske Toplice
42223,Vrtlinovec
42230,Apatija
42230,Bolfan
42230,Čičkovina
42230,Čukovec
42230,Dubovica
42230,Globočec Ludbreški
42230,Gornji Martijanec
42230,Hrastovljan
42230,Hrastovsko
42230,Hrženica
42230,Kapela Podravska
42230,Karlovec Ludbreški
42230,Komarnica Ludbreška
42230,Križovljan
42230,Kućan Ludbreški
42230,Ludbreg
42230,Luka Ludbreška
42230,Lunjkovec
42230,Madaraševec
42230,Mali Bukovec
42230,Martijanec
42230,Martinić
42230,Novo Selo Podravsko
42230,Obrankovec
42230,Poljanec
42230,Priles
42230,Rivalno
42230,Segovina
42230,Selnik
42230,Sesvete Ludbreške
42230,Sigetec Ludbreški
42230,Slanje
42230,Slokovec
42230,Struga
42230,Sudovčina
42230,Sveti Đurđ
42230,Sveti Petar
42230,Veliki Bukovec
42230,Vinogradi Ludbreški
42230,Vrbanovec
42230,Županec
42240,Bedenec
42240,Bela
42240,Budinščak
42240,Cerje Tužno
42240,Donja Voća
42240,Dubravec
42240,Filipići
42240,Fotez Breg
42240,Gačice
42240,Gečkovec
42240,Goranec
42240,Gornja Voća
42240,Horvatsko
42240,Ivanec
42240,Ivanečka Željeznica
42240,Ivanečki Vrhovec
42240,Ivanečko Naselje
42240,Jelovec Voćanski
42240,Jerovec
42240,Kaniža
42240,Klenovnik
42240,Knapić
42240,Lančić
42240,Lipovnik
42240,Lovrečan
42240,Lukavec
42240,Margečan
42240,Osečka
42240,Pece
42240,Plemenšćina
42240,Plitvica Voćanska
42240,Prigorec
42240,Punikve
42240,Radovan
42240,Ribić Breg
42240,Rijeka Voćanska
42240,Salinovec
42240,Seljanec
42240,Slivarsko
42240,Stažnjevec
42240,Škriljevec
42240,Tužno
42240,Vitešinec
42240,Vuglovec
42240,Vukovoj
42240,Završje Podbelsko
42240,Željeznica
42243,Bikovec
42243,Biljevec
42243,Brodarovec
42243,Cerje Nebojse
42243,Čalinec
42243,Donje Ladanje
42243,Donje Vratno
42243,Donje Vratno (Petrijanec)
42243,Druškovec
42243,Gornje Ladanje
42243,Goruševnjak
42243,Greda
42243,Jurketinec
42243,Kapelec
42243,Korenjak
42243,Koretinec
42243,Koškovec
42243,Marčan
42243,Maruševec
42243,Novaki
42243,Pešćenica Vinička
42243,Selnik
42243,Vinica
42243,Vinica Breg
42250,Bednja
42250,Bednjica
42250,Benkovec
42250,Brezova Gora
42250,Crkovec
42250,Cvetlin
42250,Donja Višnjica
42250,Gornja Višnjica
42250,Jamno
42250,Jazbina Cvetlinska
42250,Jazbina Višnjička
42250,Ježovec
42250,Kamenica
42250,Kamenički Vrhovec
42250,Kameničko Podgorje
42250,Lepoglava
42250,Mali Gorenec
42250,Meljan
42250,Muričevec
42250,Očura
42250,Osonjak
42250,Pašnik
42250,Pleš
42250,Podgorje Bednjansko
42250,Prebukovje
42250,Purga Bednjanska
42250,Rinkovec
42250,Sveti Josip
42250,Šaša
42250,Šinkovica Bednjanska
42250,Šinkovica Šaška
42250,Trakošćan
42250,Veliki Gorenec
42250,Viletinec
42250,Vranojelje
42250,Vrbno
42250,Vrhovec Bednjanski
42250,Vulišinec
42250,Zalužje
42250,Zlogonje
42250,Žarovnica
43000,Babinac
43000,Babotok
43000,Berek
43000,Bjelovar
43000,Botinac
43000,Breza
43000,Brezovac
43000,Ciglena
43000,Ćurlovac
43000,Domankuš
43000,Dominkovica
43000,Donja Petrička
43000,Donji Mosti
43000,Đurđic
43000,Galovac
43000,Gornja Petrička
43000,Gornje Plavnice
43000,Gornje Rovišće
43000,Gornje Zdelice
43000,Gornji Mosti
43000,Gornji Tomaš
43000,Grginac
43000,Gudovac
43000,Ivanska
43000,Jabučeta
43000,Jakopovac
43000,Jasenik
43000,Kakinac
43000,Kapela
43000,Kašljavac
43000,Kegljevac
43000,Klokočevac
43000,Kobasičari
43000,Kokinac
43000,Kolarevo Selo
43000,Kovačevac
43000,Kraljevac
43000,Krivaja
43000,Križ Gornji
43000,Križic
43000,Kupinovac
43000,Lalići
43000,Letičani
43000,Lipovčani
43000,Lipovo Brdo
43000,Maglenča
43000,Mala Ciglena
43000,Malo Korenovo
43000,Malo Trojstvo
43000,Martinac
43000,Narta
43000,Nova Diklenica
43000,Novi Pavljani
43000,Novi Skucani
43000,Novoseljani
43000,Obrovnica
43000,Orovac
43000,Paljevine
43000,Patkovac
43000,Paulovac
43000,Pavlin Kloštar
43000,Podgorci
43000,Poljančani
43000,Potok
43000,Predavac
43000,Prekobrdo
43000,Prespa
43000,Prgomelje
43000,Prnjavor
43000,Prokljuvani
43000,Pupelica
43000,Puričani
43000,Rajić
43000,Rastovac
43000,Ravneš
43000,Reškovci
43000,Rovišće
43000,Ruškovac
43000,Samarica
43000,Severin
43000,Sredice Gornje
43000,Srednja Diklenica
43000,Srednji Mosti
43000,Srijedska
43000,Stančići
43000,Stanići
43000,Stara Diklenica
43000,Stara Plošćica
43000,Starčevljani
43000,Stare Plavnice
43000,Stari Pavljani
43000,Stari Skucani
43000,Šandrovac
43000,Šimljana
43000,Šimljanica
43000,Šiptari
43000,Tomaš
43000,Trojstveni Markovac
43000,Tuk
43000,Tvrda Reka
